id|creationDate|locationIP|browserUsed|content|length
412316864082|2011-01-29T03:43:04.471+0000|41.214.125.225|Chrome|thx|3
412316864083|2011-01-27T14:57:19.900+0000|80.81.236.249|Firefox|roflol|6
412316864084|2011-01-27T15:25:06.104+0000|202.0.80.4|Internet Explorer|About Maurice Ravel, amber music, vocal music and orchestral muAbout John Williams|82
412316864085|2011-01-27T14:00:50.905+0000|213.55.86.27|Firefox|yes|3
412316864086|2011-01-28T22:36:49.421+0000|95.103.14.171|Firefox|fine|4
412316864087|2011-01-28T12:20:55.359+0000|195.24.83.57|Chrome|no way!|7
412316864088|2011-01-27T19:22:33.930+0000|110.76.190.44|Chrome|fine|4
412316864089|2011-01-27T15:02:43.407+0000|31.185.31.119|Chrome|good|4
412316864090|2011-01-27T16:09:44.684+0000|46.19.129.254|Firefox|cool|4
412316864092|2011-03-07T22:39:24.607+0000|195.128.183.41|Chrome|cool|4
412316864094|2011-03-07T14:43:58.709+0000|31.44.135.133|Firefox|About Alfred Rosenberg, reeds, including About Aldous Huxley, psychedelics. By About Norah Jones, he made her film About Funky Dru|130
412316864096|2011-03-06T09:25:14.013+0000|200.62.214.4|Internet Explorer|ok|2
412316864097|2011-03-06T20:08:10.377+0000|196.1.97.246|Internet Explorer|great|5
412316864098|2011-03-06T15:29:51.317+0000|41.202.213.197|Chrome|duh|3
412316864099|2011-03-07T07:04:40.959+0000|87.246.148.204|Firefox|great|5
412316864100|2011-03-06T09:23:18.027+0000|46.35.74.134|Firefox|I see|5
412316864101|2011-03-06T12:36:51.004+0000|112.72.4.15|Chrome|yes|3
412316864102|2011-03-06T09:57:38.416+0000|93.143.76.234|Chrome|About Todd Woodbridge,  AdditionalAbout Isaac Newton,  the scientAbout Mar|74
412316864103|2011-03-06T10:08:33.582+0000|31.186.169.191|Firefox|duh|3
412316864104|2011-03-06T13:39:47.481+0000|144.64.141.226|Internet Explorer|thx|3
412316864105|2011-03-06T11:39:42.196+0000|80.80.152.194|Chrome|I see|5
412316864106|2011-03-06T16:13:07.103+0000|46.34.116.144|Firefox|About Todd Woodbridge, en Slam. InAbout Juan Carlos I of Spain, he is widelAbout |81
412316864107|2011-03-06T23:23:14.871+0000|31.192.231.82|Firefox|right|5
412316864109|2011-03-07T20:25:03.406+0000|180.178.127.180|Firefox|no way!|7
412316864110|2011-03-07T20:22:58.933+0000|80.186.6.211|Chrome|About P. G. Wodehouse,  English prose,About Alicia Keys, e of Bees, whicAbout As Long as |89
412316864111|2011-03-08T08:18:30.150+0000|78.108.240.19|Firefox|About William Shakespeare, and part oAbout P. G. Wodehouse,  Despite tAbou|74
412316864112|2011-03-07T23:17:18.033+0000|203.115.60.220|Firefox|maybe|5
412316864113|2011-03-08T06:27:43.404+0000|202.165.195.78|Chrome|no|2
412316864114|2011-03-08T18:22:44.607+0000|41.208.76.133|Internet Explorer|roflol|6
412316864115|2011-03-08T17:47:02.500+0000|31.204.86.247|Chrome|About Alicia Keys, ed her firstAbout Happiness Is a Warm Gun, n is a song About As Long as|90
412316864116|2011-03-08T05:11:40.681+0000|1.91.255.137|Internet Explorer|I see|5
412316864117|2011-03-09T02:59:09.734+0000|46.243.104.238|Firefox|great|5
412316864119|2011-03-07T22:59:48.513+0000|196.216.159.169|Firefox|About Alfred Rosenberg, as an early and About Elizabeth II, ip, Duke of Edi|75
412316864120|2011-03-08T06:00:35.268+0000|192.100.156.176|Firefox|About Alfred Rosenberg, l important posts About Scotland,  Scotland entered About Duchy|87
412316864121|2011-03-08T18:47:01.236+0000|27.124.84.230|Chrome|right|5
412316864122|2011-03-08T04:40:21.339+0000|193.46.84.100|Chrome|great|5
412316864123|2011-03-08T11:11:49.280+0000|41.74.73.144|Internet Explorer|great|5
412316864124|2011-03-08T06:15:37.791+0000|91.199.215.153|Chrome|maybe|5
412316864125|2011-03-07T23:37:39.288+0000|196.11.124.87|Chrome|About Elizabeth II, 992, the numberAbout Englishman in New York, y. The song wasAbout |86
412316864126|2011-03-08T09:05:40.590+0000|65.38.196.143|Chrome|ok|2
412316864127|2011-03-08T06:15:29.714+0000|85.132.28.242|Chrome|maybe|5
412316864128|2011-03-08T03:55:01.454+0000|46.23.98.157|Chrome|fine|4
412316864129|2011-03-07T22:22:03.616+0000|67.206.216.220|Firefox|no way!|7
412316864130|2011-03-08T02:03:55.603+0000|146.155.197.222|Chrome|About Alfred Rosenberg, role in the development About Englishman in New York, and to remix Englishman About Duchy of|116
412316864131|2011-03-08T07:27:05.501+0000|77.246.192.46|Firefox|About Albert Günther, logist, and herpeAbout Elizabeth II, or Castle. RevelaAbout|81
412316864132|2011-03-08T01:49:53.974+0000|80.89.49.172|Chrome|roflol|6
412316864133|2011-03-08T10:30:30.299+0000|31.24.223.73|Chrome|About Bruce Willis, rd–winning, GoldeAbout Charles Darwin, isplay of World WAbout E|83
412316864134|2011-03-08T11:45:20.918+0000|2.195.144.243|Firefox|thx|3
412316864135|2011-03-08T06:06:43.895+0000|41.205.53.169|Internet Explorer|no way!|7
412316864136|2011-03-08T02:10:10.399+0000|49.236.43.52|Firefox|no|2
412316864137|2011-03-07T23:56:11.361+0000|62.84.0.148|Firefox|roflol|6
412316864138|2011-03-08T07:12:44.768+0000|31.133.89.164|Chrome|ok|2
481036340986|2011-05-11T11:08:07.526+0000|196.3.94.96|Safari|great|5
481036340987|2011-05-11T15:51:02.988+0000|31.10.32.222|Chrome|About Edward II of England, 1327), also called Edward of CaernarfonAbout Fran|77
481036340988|2011-05-11T10:11:07.544+0000|27.117.133.230|Chrome|thx|3
481036340989|2011-05-11T20:32:55.109+0000|186.190.238.247|Chrome|About Get Your Wings, d's next four albums. Three singles were released from the |81
481036340990|2011-05-12T04:09:27.075+0000|200.58.76.17|Chrome|LOL|3
481036340991|2011-05-12T11:48:36.085+0000|170.169.210.80|Chrome|I see|5
481036340992|2011-05-11T21:16:26.880+0000|203.153.223.189|Firefox|About Laos, civil war ended the monarchy, when the CommAbout Edward II of England, 's|85
481036340993|2011-05-11T10:18:40.670+0000|177.88.3.17|Chrome|duh|3
481036340994|2011-05-11T14:26:16.784+0000|46.253.35.219|Chrome|About Augustine of Hippo,  or St. Augustine the BlesseAbout Edward II of England,|81
481036340995|2011-05-11T19:47:13.956+0000|85.159.22.6|Chrome|About Paris Hilton,  Nicole Richie. The sAbout Edward II of England, Hugh Despens|81
481036340996|2011-05-12T12:09:11.222+0000|200.108.100.147|Chrome|yes|3
481036340997|2011-05-12T06:25:28.024+0000|41.76.143.76|Chrome|great|5
343597387527|2011-01-10T05:52:01.368+0000|186.50.57.27|Safari|About Nicholas II of Russia, ied to the Russian OrthodAbout John Milton, i|74
343597387528|2011-01-10T06:40:05.436+0000|193.176.0.98|Chrome|About Nicholas II of Russia, se. Critics nicknamedAbout John Milton, ious and surly|83
343597387529|2011-01-10T12:03:41.085+0000|103.246.115.190|Chrome|About William Penn, f Commons from 1660 to 1670. He was thAbout I Drove Al|74
343597387530|2011-01-10T16:11:14.444+0000|204.79.145.149|Safari|fine|4
343597387531|2011-01-10T23:38:58.790+0000|103.29.114.37|Safari|About Maurice Ravel, iano compositions, such as JeuAbout William Penn, September 1670) wa|89
343597387532|2011-01-10T06:40:31.535+0000|115.42.123.103|Chrome|About Mali, resent-day Mali was once parAbout Irish Free State, it comprised the e|82
343597387533|2011-01-10T06:11:22.393+0000|80.74.113.46|Firefox|I see|5
412316864271|2011-03-02T19:21:49.727+0000|81.92.57.248|Chrome|About Augustine of Hippo, ghts profoundly influenced the medievalAbout Immanu|77
412316864272|2011-03-02T05:42:40.821+0000|62.68.42.79|Chrome|fine|4
412316864273|2011-03-02T20:54:48.359+0000|203.81.161.0|Safari|About Augustine of Hippo, – August 28, 430), also kAbout Bill Gates, the B|74
412316864274|2011-03-02T20:32:28.105+0000|190.106.15.19|Chrome|maybe|5
412316864275|2011-03-02T08:05:20.140+0000|190.112.195.135|Chrome|About Charles II of England, r was a Roman Catholic. The crisis saw the birth of the pr|87
412316864276|2011-03-03T17:46:52.299+0000|41.79.55.73|Safari|no way!|7
412316864277|2011-03-03T17:11:55.663+0000|203.81.78.42|Chrome|About Bill Gates, s III is an American businessAbout Bruce Lee, and martial arts films|86
412316864278|2011-03-02T20:59:11.495+0000|193.105.146.210|Safari|duh|3
412316864279|2011-03-03T03:52:27.148+0000|186.128.122.217|Firefox|About Augustine of Hippo, oach to philosophy and theology, accommodatinAbout Dedicated Fo|89
412316864280|2011-03-02T22:23:24.990+0000|202.144.191.207|Chrome|duh|3
412316864281|2011-03-03T03:44:51.576+0000|148.201.51.92|Chrome|roflol|6
412316864282|2011-03-02T16:59:09.943+0000|77.91.218.161|Chrome|About Augustine of Hippo, own approach to philosophy and theology, accAbout Portugal,  |87
412316864283|2011-03-02T22:35:19.273+0000|200.0.164.192|Chrome|About Bob Hope, s numerous USO shows About Bill Gates, can and the second weAbou|80
412316864284|2011-03-03T21:21:42.421+0000|1.118.167.195|Chrome|fine|4
481036341023|2011-05-20T15:39:24.108+0000|46.16.1.215|Chrome|About Gilbert du Motier, marquis de Lafayette, de La Fayette (6 SeptAbout Eugène Io|83
481036341024|2011-05-20T04:17:23.969+0000|62.237.68.208|Firefox|About Gilbert du Motier, marquis de Lafayette, e, was a French aristAbout Virgil,|81
481036341025|2011-05-20T17:00:16.156+0000|186.12.58.61|Safari|I see|5
481036341026|2011-05-20T16:10:04.653+0000|27.54.248.154|Chrome|duh|3
481036341027|2011-05-20T09:58:57.467+0000|200.0.85.191|Chrome|About George B. McClellan, ained and organized army for the Union. AltAbout Syria, litary forces. Historically the Syrian ArmeAb|128
481036341028|2011-05-21T02:10:03.804+0000|114.129.34.130|Firefox|LOL|3
481036341029|2011-05-20T22:50:33.098+0000|85.154.34.49|Safari|I see|5
481036341030|2011-05-21T13:29:48.989+0000|41.138.85.42|Chrome|no way!|7
481036341031|2011-05-21T08:09:10.038+0000|175.111.183.218|Safari|ok|2
481036341032|2011-05-20T05:45:20.294+0000|200.3.225.238|Safari|About Virgil,  epic Aeneid. A numberAbout Diana Ross,  as a solo artist and About Fr|84
481036341033|2011-05-20T04:43:39.161+0000|118.70.109.250|Chrome|About Gilbert du Motier, marquis de Lafayette,  Army under George WaAbout Tiberiu|81
481036341034|2011-05-21T07:50:04.806+0000|190.113.222.74|Chrome|cool|4
481036341035|2011-05-20T04:54:47.704+0000|203.215.38.94|Chrome|About Virgil, blius Vergilius Maro (OctoAbout To the Faithful Departed, and |76
481036341036|2011-05-20T16:52:58.731+0000|195.24.193.139|Chrome|About Word of Mouf, leaked onto popular peer-toAbout Syria,  regime. In doing so|80
481036341038|2011-05-21T19:24:23.344+0000|58.106.173.136|Chrome|maybe|5
481036341039|2011-05-21T08:39:42.874+0000|201.247.9.83|Safari|LOL|3
481036341040|2011-05-21T08:55:51.041+0000|80.65.56.194|Safari|duh|3
481036341041|2011-05-21T08:54:19.773+0000|111.235.139.5|Chrome|roflol|6
481036341042|2011-05-21T10:19:07.426+0000|27.118.77.99|Chrome|thx|3
481036341043|2011-05-21T19:57:00.425+0000|111.91.237.57|Chrome|About Paul Hindemith, ber 1895 – 28 DecemberAbout Eugène Ionesco, nce of human existenc|87
481036341044|2011-05-21T10:15:24.009+0000|31.135.208.47|Safari|fine|4
481036341045|2011-05-22T04:26:46.012+0000|49.249.195.171|Chrome|duh|3
343597387575|2010-12-30T09:00:53.948+0000|79.123.253.183|Safari|About Paul Capdeville, o (born April 2About Cleopatra VII, olemy PhiladelpAbout Alan Mo|87
343597387576|2010-12-30T09:28:52.361+0000|27.118.77.99|Chrome|About Stanley Kubrick, d for their dazzling and uniquAbout She Loves You, United States |88
343597387577|2010-12-30T08:15:26.422+0000|190.15.151.138|Firefox|roflol|6
343597387578|2010-12-30T14:44:03.018+0000|46.151.137.82|Safari|yes|3
343597387579|2010-12-30T09:29:36.434+0000|196.223.11.111|Firefox|right|5
343597387580|2010-12-30T06:04:10.789+0000|1.2.2.172|Firefox|maybe|5
343597387581|2010-12-30T09:10:22.588+0000|41.77.85.199|Firefox|no|2
343597387582|2010-12-30T06:35:57.930+0000|77.244.123.126|Firefox|About Paul Capdeville, ille had a shoving inAbout Harold Pinter, ers' works inclu|81
343597387583|2010-12-30T09:09:25.377+0000|121.1.13.147|Firefox|About Black or White, roduced by Michael JAbout Kingdom of Great Britain, to |77
343597387584|2010-12-30T09:33:18.231+0000|103.29.81.6|Chrome|About Stanley Kubrick, es. Kubrick's films coAbout Back in the U.S.S.R., It segues i|84
343597387585|2010-12-31T05:12:08.020+0000|1.14.204.231|Firefox|no|2
343597387586|2010-12-30T13:35:05.032+0000|60.49.71.196|Chrome|fine|4
343597387587|2010-12-30T09:36:36.367+0000|196.1.97.159|Safari|About Virgil,  ranked as one of RoAbout Back in the U.S.S.R.,  written by Paul|78
343597387588|2010-12-30T06:13:13.510+0000|196.201.128.193|Firefox|I see|5
343597387589|2010-12-31T08:33:29.376+0000|1.2.2.172|Firefox|good|4
343597387590|2010-12-30T13:11:53.717+0000|85.10.39.176|Firefox|thanks|6
687194771290|2011-10-04T11:46:09.244+0000|27.152.223.174|Firefox|About Viceroyalty of Peru, a) Guyana and Trinidad and Tobago in the territories that at on|90
687194771291|2011-10-04T12:51:19.160+0000|81.3.250.251|Firefox|cool|4
687194771292|2011-10-05T10:10:17.794+0000|41.74.34.60|Firefox|roflol|6
687194771293|2011-10-04T11:53:54.728+0000|46.231.230.76|Firefox|no way!|7
687194771294|2011-10-05T05:24:32.303+0000|85.10.54.194|Internet Explorer|LOL|3
687194771295|2011-10-04T11:10:18.274+0000|41.74.35.88|Internet Explorer|right|5
618475294561|2011-08-05T02:51:55.562+0000|77.79.89.72|Firefox|great|5
618475294562|2011-08-05T05:52:21.227+0000|196.44.248.163|Firefox|About Qin Dynasty, ty. This was due to the abolition of landowning lords, to|76
618475294564|2011-09-07T20:48:04.561+0000|62.251.212.181|Firefox|About Winston Churchill, he First World War, he served as President of the Board of TrAbout Bukovina, es of the central E|121
618475294586|2011-09-12T02:09:06.848+0000|91.210.181.160|Firefox|maybe|5
618475294587|2011-09-11T08:11:34.178+0000|178.23.88.7|Firefox|no|2
618475294588|2011-09-11T04:13:23.236+0000|188.95.209.40|Safari|fine|4
618475294589|2011-09-11T07:04:07.185+0000|62.162.165.7|Firefox|I see|5
618475294590|2011-09-11T04:27:54.720+0000|196.12.13.61|Firefox|right|5
618475294591|2011-09-11T06:41:37.990+0000|103.29.91.191|Chrome|no way!|7
618475294592|2011-09-11T04:56:51.898+0000|89.189.80.103|Chrome|About Winston Churchill, rned to government as Minister of Munitions, SecrAbout John Gielgud, c |96
618475294593|2011-09-11T08:37:48.711+0000|46.118.22.60|Chrome|roflol|6
618475294594|2011-09-12T03:43:04.058+0000|204.79.230.173|Firefox|maybe|5
618475294596|2011-09-23T23:46:01.881+0000|27.121.113.73|Firefox|About Bob Dylan, . It features folk standards, plus two original compositions, an|81
687194771333|2011-09-24T13:04:06.816+0000|203.81.165.123|Chrome|no|2
618475294598|2011-09-24T03:15:29.644+0000|196.3.152.10|Chrome|roflol|6
687194771335|2011-09-24T09:16:49.741+0000|190.122.96.110|Firefox|no way!|7
618475294600|2011-09-23T17:14:15.687+0000|196.46.16.205|Internet Explorer|About Winston Churchill, saw one of the largest assemblies of world About Ariel Shar|84
687194771359|2011-10-13T19:49:06.420+0000|115.146.106.200|Firefox|About Kevin Rudd, n studies at the Australian National University, majoring in Chin|83
687194771360|2011-10-13T11:59:37.596+0000|89.18.50.216|Internet Explorer|roflol|6
687194771361|2011-10-14T11:39:51.303+0000|101.78.15.252|Chrome|About Kevin Rudd, culation about a possible leadership spAbout Namibia,  a Ge|77
687194771362|2011-10-13T14:44:48.105+0000|31.24.13.210|Internet Explorer|fine|4
687194771363|2011-10-14T03:35:35.986+0000|80.253.253.174|Chrome|no way!|7
687194771364|2011-10-15T00:07:33.597+0000|41.216.124.236|Firefox|About Kevin Rudd,  significant fall in Rudd'sAbout Namibia, d Zambia to the no|78
687194771365|2011-10-14T01:56:58.838+0000|213.35.230.89|Chrome|thanks|6
687194771366|2011-10-15T15:49:44.500+0000|78.110.117.23|Internet Explorer|About Aldous Huxley, ation and sight-related theories asAbout Namibia, mibia obtained full independenc|102
687194771367|2011-10-14T22:00:07.185+0000|41.78.118.52|Chrome|fine|4
687194771368|2011-10-15T16:36:45.329+0000|78.153.222.80|Firefox|no|2
687194771369|2011-10-13T12:04:34.797+0000|77.221.234.23|Chrome|About Smokestack Lightning, In 1956, Howlin' Wolf recorded the song and it bec|78
687194771370|2011-10-14T11:40:34.120+0000|115.134.2.253|Firefox|yes|3
687194771371|2011-10-13T21:29:16.571+0000|200.3.206.6|Internet Explorer|About After the Love Has Gone, , Jay Graydon, and Bill Champlin for thAbout S|77
687194771372|2011-10-13T13:15:41.436+0000|31.170.222.183|Firefox|About George Martin, h, he attended the Guildhall School of MAbout Smokestack L|79
687194771373|2011-10-14T11:36:10.425+0000|31.45.204.53|Internet Explorer|great|5
687194771374|2011-10-16T01:36:16.811+0000|95.142.91.237|Firefox|About Mohammad Reza Pahlavi, s: His Imperial MajestAbout Senegal, n. Dakar, the capital|87
687194771375|2011-10-13T12:11:42.347+0000|41.210.100.137|Firefox|roflol|6
687194771376|2011-10-13T11:51:46.928+0000|41.223.78.24|Firefox|right|5
618475294689|2011-08-28T07:28:00.903+0000|41.191.104.142|Firefox|LOL|3
618475294690|2011-08-28T04:34:46.858+0000|41.204.111.108|Firefox|LOL|3
618475294691|2011-08-28T06:39:52.492+0000|77.71.78.170|Firefox|About Winston Churchill,  Named the Greatest Briton of all time in a 2About Ghost Town,  |89
618475294692|2011-08-28T19:58:59.815+0000|196.28.7.185|Chrome|ok|2
618475294693|2011-08-28T23:48:16.223+0000|91.90.139.34|Chrome|cool|4
618475294694|2011-08-28T15:52:01.173+0000|1.11.14.252|Firefox|no way!|7
618475294695|2011-08-28T23:24:02.866+0000|92.242.232.206|Chrome|LOL|3
618475294696|2011-08-28T04:38:33.668+0000|46.250.30.11|Internet Explorer|About Wind & Wuthering, d & Wuthering is the eighth studio album by British rock |81
618475294697|2011-08-28T08:33:56.461+0000|41.204.97.30|Firefox|yes|3
618475294698|2011-08-28T06:50:20.646+0000|64.6.192.113|Firefox|cool|4
618475294699|2011-08-28T05:51:52.333+0000|46.21.11.130|Firefox|thanks|6
618475294700|2011-08-28T21:06:26.240+0000|190.110.166.64|Internet Explorer|About Wind & Wuthering, e Genesis albums. Steve Hackett has also statAbout Mark Knowles,|88
618475294701|2011-08-28T04:48:07.110+0000|14.192.56.217|Chrome|About Confucius, or, politician, and philosopher of theAbout Wind & Wuther|74
618475294702|2011-08-29T01:19:47.396+0000|27.98.200.170|Chrome|roflol|6
618475294703|2011-08-28T07:26:10.035+0000|85.29.13.158|Firefox|ok|2
618475294704|2011-08-29T04:11:05.762+0000|41.72.108.2|Firefox|thanks|6
618475294705|2011-08-28T07:27:23.871+0000|62.116.43.20|Internet Explorer|About Mr. Blue Sky, tric Light Orchestra, featured on the band's seventh studio alb|83
618475294706|2011-08-28T07:54:49.660+0000|202.126.92.122|Chrome|LOL|3
618475294707|2011-08-29T14:38:41.622+0000|1.36.121.88|Safari|I see|5
618475294709|2011-08-06T16:36:27.627+0000|196.1.135.86|Firefox|ok|2
618475294710|2011-08-06T19:01:19.548+0000|2.96.75.15|Firefox|About Warsaw Pact, d under the initiative of the Soviet Union and signed on 14 May 195|86
618475294711|2011-08-06T08:57:58.245+0000|41.77.62.221|Firefox|ok|2
618475294712|2011-08-06T19:21:14.575+0000|41.188.104.85|Firefox|ok|2
618475294713|2011-08-06T19:20:07.554+0000|31.41.64.88|Firefox|right|5
618475294714|2011-08-06T06:31:05.642+0000|196.32.194.246|Firefox|About John McEnroe, ourt behavior which frequently landed hAbout Winston Chur|77
618475294715|2011-08-06T09:13:20.470+0000|175.157.159.248|Chrome|thx|3
618475294716|2011-08-07T00:12:23.611+0000|196.223.2.48|Firefox|About Arthur Miller, was a prominent figure in American theatre, writing dramas that|84
618475294717|2011-08-06T10:34:07.901+0000|14.102.137.73|Chrome|cool|4
618475294718|2011-08-06T09:12:49.664+0000|46.30.168.80|Internet Explorer|fine|4
618475294719|2011-08-06T15:30:37.061+0000|202.9.76.117|Chrome|About Winston Churchill,  1925 to the gold standard at its pre-waAbout Al Gore,|79
618475294720|2011-08-06T07:07:53.894+0000|200.58.247.227|Firefox|About Hermann Göring, he functioning of the German economy in tAbout Winston Chu|80
618475294721|2011-08-06T15:59:07.371+0000|202.86.29.138|Chrome|About Hermann Göring, ring from all his positions, expelled himAbout Brandenburg-|81
618475294722|2011-08-06T21:12:27.494+0000|200.93.245.72|Firefox|thanks|6
618475294723|2011-08-06T12:40:42.062+0000|46.28.234.210|Firefox|About Winston Churchill, ooks about his campaigns. At the forefront ofAbout Mali, eep int|89
618475294724|2011-08-06T12:49:43.876+0000|41.75.76.172|Safari|thx|3
618475294725|2011-08-07T04:19:28.154+0000|190.13.25.84|Chrome|LOL|3
618475294726|2011-08-06T14:43:57.527+0000|109.75.63.10|Firefox|maybe|5
687194771471|2011-10-16T17:00:02.102+0000|87.248.180.46|Internet Explorer|yes|3
687194771472|2011-10-16T18:13:35.497+0000|31.129.112.208|Internet Explorer|About Winston Churchill, break of the Second World War, he was againAbout Brandenburg|85
687194771473|2011-10-16T22:10:39.490+0000|31.193.168.198|Internet Explorer|right|5
687194771474|2011-10-17T11:45:11.396+0000|31.28.179.63|Firefox|roflol|6
687194771475|2011-10-16T13:35:50.481+0000|81.20.147.132|Firefox|thx|3
687194771476|2011-10-16T17:19:49.820+0000|200.55.176.146|Firefox|About Winston Churchill, –29, controversially returning the pouAbout Egypt|74
687194771477|2011-10-17T03:07:22.938+0000|31.172.105.254|Chrome|maybe|5
549755818007|2011-07-14T09:02:17.754+0000|202.165.202.199|Firefox|ok|2
549755818008|2011-07-14T12:02:55.046+0000|110.164.150.198|Chrome|no way!|7
687194771482|2011-09-29T23:00:03.624+0000|200.1.114.26|Firefox|About Dear Mama, istry for their cultural significance. Dear Mama samples the songs|83
687194771483|2011-09-30T01:12:21.188+0000|91.198.214.195|Internet Explorer|great|5
687194771484|2011-09-29T23:07:00.363+0000|41.191.107.67|Chrome|ok|2
687194771485|2011-09-30T05:51:05.610+0000|202.9.42.179|Chrome|duh|3
687194771486|2011-09-30T22:40:06.785+0000|203.110.73.25|Firefox|About Hillary Rodham Clinton, ates for Children and Families in 1977 and became the first female chair of the Legal Services Corporation in 1978. Named|151
687194771487|2011-09-30T00:26:37.443+0000|119.59.80.73|Chrome|ok|2
687194771488|2011-09-29T23:33:25.411+0000|103.3.44.43|Chrome|thx|3
687194771489|2011-09-30T04:11:11.521+0000|217.199.137.146|Chrome|thanks|6
687194771503|2011-11-11T21:34:50.004+0000|196.192.9.222|Firefox|yes|3
687194771504|2011-11-11T22:35:32.284+0000|86.63.179.56|Firefox|About Finland, 45). Finland joined the United Nations in 1955, the OECD in 1969|79
687194771505|2011-11-12T18:59:06.381+0000|81.241.56.190|Chrome|About Duchy of the Archipelago, e Cyclades archipelago in the Aegean Sea, in the afte|85
687194771506|2011-11-12T01:45:59.773+0000|213.55.119.186|Safari|roflol|6
687194771507|2011-11-12T22:48:34.495+0000|192.68.138.42|Chrome|cool|4
687194771508|2011-11-12T01:25:46.527+0000|77.244.245.144|Firefox|About Winston Churchill, tocratic family of the Dukes of MarlborAbout The Sh|76
687194771509|2011-11-12T02:12:53.632+0000|31.12.86.211|Chrome|thx|3
687194771510|2011-11-13T02:16:40.389+0000|24.48.172.156|Firefox|great|5
687194771511|2011-11-12T02:52:52.805+0000|46.175.4.45|Firefox|About Saudi Arabia, sjid al-Nabawi, the two holiest places in Islam. Saudi Arab|79
687194771512|2011-11-12T08:01:40.152+0000|197.204.148.17|Firefox|good|4
687194771513|2011-11-12T22:06:07.130+0000|80.74.197.181|Internet Explorer|ok|2
549755818050|2011-07-19T16:05:00.025+0000|41.86.2.35|Chrome|fine|4
549755818051|2011-07-20T06:16:19.420+0000|196.46.199.13|Chrome|thx|3
549755818052|2011-07-19T12:29:39.508+0000|27.109.116.218|Firefox|ok|2
687194771527|2011-10-19T10:45:40.035+0000|201.220.217.204|Internet Explorer|fine|4
687194771528|2011-10-19T21:05:17.217+0000|178.172.200.123|Chrome|I see|5
687194771529|2011-10-19T01:00:07.034+0000|41.190.72.167|Chrome|no|2
687194771530|2011-10-19T22:03:09.232+0000|196.200.142.125|Internet Explorer|About Winston Churchill, e Board of Trade, Home Secretary, and About Kingdo|75
687194771531|2011-10-19T01:37:49.167+0000|41.74.116.178|Firefox|About Muddy Waters, nfield (April 4, 1913 – April 30, 1983), known as Muddy Waters, was an American blues musician, generally considered the father of modern Chicago|165
687194771532|2011-10-19T08:59:20.366+0000|120.138.6.195|Internet Explorer|About Muddy Waters, as a major inspiration for the British About Nevermind, |76
687194771533|2011-10-20T04:52:31.379+0000|41.204.106.135|Chrome|cool|4
687194771534|2011-10-20T06:34:57.587+0000|124.6.242.249|Internet Explorer|no|2
687194771535|2011-10-19T09:41:23.553+0000|62.240.41.94|Firefox|About Winston Churchill, ction in British India, the Sudan, and the SecAbout Russian Sovie|90
687194771536|2011-10-19T02:50:44.876+0000|196.200.215.167|Chrome|duh|3
687194771537|2011-10-19T12:50:22.555+0000|62.182.172.167|Chrome|About William IV of the United Kingdom,  Jordan, with whom he cohabited fo|74
687194771538|2011-10-19T13:11:25.572+0000|190.6.199.180|Firefox|LOL|3
687194771539|2011-10-19T17:55:15.498+0000|46.232.158.174|Chrome|maybe|5
687194771540|2011-10-19T21:09:19.850+0000|196.206.145.41|Internet Explorer|ok|2
687194771541|2011-10-19T22:44:49.849+0000|200.108.246.58|Internet Explorer|About Philip II of Spain, say He dresses very tastefully, and everyAbout Kingdom |81
687194771623|2011-10-03T15:10:06.841+0000|196.45.38.221|Firefox|fine|4
687194771624|2011-10-04T06:26:38.610+0000|46.149.103.0|Firefox|maybe|5
687194771625|2011-10-03T23:43:16.140+0000|203.81.91.18|Firefox|yes|3
687194771626|2011-10-04T04:05:38.268+0000|202.63.244.39|Firefox|I see|5
687194771627|2011-10-04T03:50:00.426+0000|41.221.247.203|Firefox|no|2
687194771628|2011-10-03T11:44:30.575+0000|46.162.165.54|Chrome|About William the Conqueror, ended from Viking raiders, he had been DukAbout Winsto|83
687194771629|2011-10-03T13:10:54.308+0000|41.138.149.143|Safari|About William the Conqueror,  in January 1066. William argued that Edward had earlier promised the throne to him, and tAbout Ridley Scott, , Scott received a star on the Hollywoo|178
687194771630|2011-10-03T20:30:24.513+0000|41.216.65.70|Firefox|thanks|6
687194771631|2011-10-03T13:11:04.598+0000|41.190.231.128|Firefox|thanks|6
687194771632|2011-10-04T04:29:31.668+0000|49.50.254.212|Chrome|good|4
687194771633|2011-10-03T11:44:54.966+0000|46.28.244.130|Chrome|maybe|5
412316864982|2011-03-16T18:51:30.152+0000|79.166.64.48|Chrome|roflol|6
412316864983|2011-03-16T09:11:54.480+0000|58.9.246.62|Chrome|no|2
412316864984|2011-03-16T04:33:23.214+0000|1.4.1.195|Internet Explorer|About Alicia Keys, ed at 16 as valediAbout Läther, an (1978), Sleep DAbout Good Day Suns|88
412316864985|2011-03-16T18:09:48.706+0000|200.12.193.188|Chrome|I see|5
412316864986|2011-03-16T12:45:51.047+0000|200.63.45.185|Chrome|About I Am the Walrus, es on separate acid About Dominion of Newfoundland, be|77
412316864987|2011-03-16T07:10:53.622+0000|31.151.217.130|Internet Explorer|roflol|6
412316864988|2011-03-16T04:33:33.320+0000|41.205.197.242|Internet Explorer|no|2
412316864989|2011-03-16T20:13:25.559+0000|119.40.102.226|Chrome|ok|2
